model,benchmark,problem_idx,n_judged_traces_this_problem,mean_reasoning_score_0_1,source_judge_json
Qwen2.5-Math,CommonsenseQA,717,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,727,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,936,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1059,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1123,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,624,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,610,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,313,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,799,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,689,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,949,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,544,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,999,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,974,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,343,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,8,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,445,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,13,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,501,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,954,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,600,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,184,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,740,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1060,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,728,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,391,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,331,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1117,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1085,2,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,114,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,580,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,74,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,578,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,358,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,402,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,691,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,164,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1143,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1149,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,57,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,694,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,338,2,0.84375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,586,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,44,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,316,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1187,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1179,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,15,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,340,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,701,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,150,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,972,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,282,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1178,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,351,2,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1163,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,449,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,669,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1043,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,870,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,205,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,249,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,117,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,272,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1213,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,836,2,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,440,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,132,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,42,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,781,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,161,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,761,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,401,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,577,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,377,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1148,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,597,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,204,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,461,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,350,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1134,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,339,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1049,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,916,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,25,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,719,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,285,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,818,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,915,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,371,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,124,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,803,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,327,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,856,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,958,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,601,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,787,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,830,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1022,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,535,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1114,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,598,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,751,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,704,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,208,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,569,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,891,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,207,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,658,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,950,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,888,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,236,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,379,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,683,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1210,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,790,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,757,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,173,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,475,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,269,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,129,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,882,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,494,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1031,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,82,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1190,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,98,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,563,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,1191,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,CommonsenseQA,897,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__CommonsenseQA.json
Qwen2.5-Math,GPQA,324,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,147,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,80,3,0.7291666666666666,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,189,2,0.53125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,355,3,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,158,2,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,251,2,0.90625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,163,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,11,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,403,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,247,3,0.6666666666666666,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,418,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,125,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,295,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,76,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,186,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,83,2,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,241,2,0.34375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,33,2,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,18,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,316,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,181,2,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,326,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,159,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,21,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,182,2,0.59375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,416,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,387,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,307,2,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,149,2,0.59375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,8,3,0.4583333333333333,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,74,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,291,3,0.5833333333333334,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,432,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,9,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,408,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,327,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,434,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,16,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,275,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,187,2,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,29,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,220,2,0.84375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,397,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,377,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,72,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,19,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,262,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,428,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,90,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,154,3,0.20833333333333334,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,287,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,124,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,261,2,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,201,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,81,2,0.53125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
Qwen2.5-Math,GPQA,172,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json
