model,benchmark,problem_idx,pass1_trace0,source_jsonl,mean_reasoning_score_0_1,n_judged_traces_this_problem
Qwen2.5-Math,SVAMP,10,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.25,1
Qwen2.5-Math,SVAMP,14,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,15,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,20,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,21,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.8125,1
Qwen2.5-Math,SVAMP,31,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,35,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,39,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.875,1
Qwen2.5-Math,SVAMP,41,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,2
Qwen2.5-Math,SVAMP,42,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,44,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,53,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,57,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.9375,3
Qwen2.5-Math,SVAMP,59,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,61,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,66,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,67,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.375,1
Qwen2.5-Math,SVAMP,68,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,2
Qwen2.5-Math,SVAMP,71,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.3125,1
Qwen2.5-Math,SVAMP,77,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,80,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.375,1
Qwen2.5-Math,SVAMP,86,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.75,1
Qwen2.5-Math,SVAMP,93,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,94,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,96,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.75,1
Qwen2.5-Math,SVAMP,97,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.25,1
Qwen2.5-Math,SVAMP,118,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,119,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,122,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,126,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,131,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,133,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.0,1
Qwen2.5-Math,SVAMP,136,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,137,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.875,1
Qwen2.5-Math,SVAMP,144,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,154,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,170,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,178,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.3125,1
Qwen2.5-Math,SVAMP,181,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,182,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,186,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,190,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,196,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,200,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,201,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,202,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,208,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.40625,2
Qwen2.5-Math,SVAMP,215,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.375,1
Qwen2.5-Math,SVAMP,216,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,221,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,222,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,224,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.25,1
Qwen2.5-Math,SVAMP,226,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.3125,1
Qwen2.5-Math,SVAMP,232,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,241,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,243,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.625,1
Qwen2.5-Math,SVAMP,247,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,251,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,252,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.8125,1
Qwen2.5-Math,SVAMP,255,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.8125,1
Qwen2.5-Math,SVAMP,259,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,261,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,265,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,266,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,272,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.3125,1
Qwen2.5-Math,SVAMP,275,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.75,1
Qwen2.5-Math,SVAMP,285,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,290,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.3125,1
Qwen2.5-Math,SVAMP,294,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,0.5625,1
Qwen2.5-Math,SVAMP,298,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,303,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,307,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,309,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,2
Qwen2.5-Math,SVAMP,314,0.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,320,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,1
Qwen2.5-Math,SVAMP,321,1.0,source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1.0,2
