model,dataset,benchmark,seed,n_questions,y_train_mean_reasoning,y_test_mean_reasoning,checkpoint_path,frs_pct,pass1_pct,base_reasoning,snr,unfiltered_reasoning_mean,jsonl_path,high_conf_accuracy_pct,cum_top10_mean_reasoning_0_1,pass16_pct,n_problems,n_lines_with_trace_count_neq_16
Qwen2.5-7B,SVAMP,SVAMP,2024,100,0.76125,0.79625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-7B__SVAMP.json,64.9,93.6,78.16,0.835712,0.77875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_7B_Instruct/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed.jsonl,62.25,0.64875,97.6,1000,0
Qwen2.5-7B,SVAMP,SVAMP,3141,100,0.7625,0.795,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-7B__SVAMP.json,64.9,93.6,78.16,0.835712,0.77875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_7B_Instruct/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed.jsonl,62.25,0.64875,97.6,1000,0
Qwen2.5-Math,AQuA,AQuA,17,100,0.74375,0.81,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,42,100,0.74875,0.805,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,99,100,0.76,0.79375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,123,100,0.79875,0.755,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,456,100,0.79625,0.7575,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,789,100,0.7675,0.78625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,2024,100,0.78625,0.7675,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,AQuA,AQuA,3141,100,0.8125,0.74125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__AQuA.json,74.9,29.1,79.94,-1.469844,0.776875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,47.91,0.74875,97.24409448818898,254,0
Qwen2.5-Math,CommonsenseQA,CSQA,17,100,0.64875,0.66125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,42,100,0.61125,0.69875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,99,100,0.69,0.62,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,123,100,0.64375,0.66625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,456,100,0.72,0.59,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,789,100,0.67625,0.63375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,2024,100,0.635,0.675,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,CommonsenseQA,CSQA,3141,100,0.6625,0.6475,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__CommonsenseQA.json,70.6,45.9,63.24,-0.109159,0.655,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,50.72,0.70625,95.004095004095,1221,0
Qwen2.5-Math,GPQA,GPQA,17,100,0.4525,0.505,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,42,100,0.47,0.4875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,99,100,0.48,0.4775,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,123,100,0.46,0.4975,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,456,100,0.45625,0.50125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,789,100,0.495,0.4625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,2024,100,0.4725,0.485,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GPQA,GPQA,3141,100,0.47,0.4875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GPQA.json,54.6,24.3,52.67,-3.792145,0.47875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,39.19,0.54625,96.42857142857144,448,0
Qwen2.5-Math,GSM8K,GSM8K,17,100,0.87125,0.9325,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,42,100,0.90375,0.9,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,99,100,0.93,0.87375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,123,100,0.885,0.91875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,456,100,0.8925,0.91125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,789,100,0.94375,0.86,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,2024,100,0.89875,0.905,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,GSM8K,GSM8K,3141,100,0.8925,0.91125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__GSM8K.json,90.8,84.55,87.47,0.281677,0.901875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,55.42,0.9075,98.25625473843822,1319,0
Qwen2.5-Math,MATH500,MATH500,17,100,0.785,0.805,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,42,100,0.85125,0.73875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,99,100,0.79,0.8,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,123,100,0.80375,0.78625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,456,100,0.795,0.795,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,789,100,0.83375,0.75625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,2024,100,0.78625,0.80375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,MATH500,MATH500,3141,100,0.8125,0.7775,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__MATH500.json,77.5,63.6,80.53,-0.176052,0.795,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,61.0,0.775,78.4,500,0
Qwen2.5-Math,SVAMP,SVAMP,17,100,0.8375,0.87625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__SVAMP.json,74.5,90.8,90.88,-0.763843,0.856875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,44.75,0.745,98.2,1000,0
Qwen2.5-Math,SVAMP,SVAMP,42,100,0.83,0.88375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Qwen2_5-Math__SVAMP.json,74.5,90.8,90.88,-0.763843,0.856875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,44.75,0.745,98.2,1000,0
