model,dataset,benchmark,question_id,reasoning_score_top_conf,mean_reasoning_score_random,selection_gain_question,n_random_valid,n_top_valid
LLaMA-3.1-8B,GPQA,GPQA,264,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,265,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,277,0.5,0.25,0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,278,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,280,0.8125,0.8125,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,284,0.625,0.625,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,285,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,288,0.5,0.4375,0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,306,0.8125,0.5,0.3125,1,1
LLaMA-3.1-8B,GPQA,GPQA,327,0.8125,0.5,0.3125,1,1
LLaMA-3.1-8B,GPQA,GPQA,348,0.5,0.4375,0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,363,1.0,0.5625,0.4375,1,1
LLaMA-3.1-8B,GPQA,GPQA,369,0.5625,0.625,-0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,372,0.5625,0.25,0.3125,1,1
LLaMA-3.1-8B,GPQA,GPQA,391,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,395,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,398,0.5625,0.6875,-0.125,1,1
LLaMA-3.1-8B,GPQA,GPQA,404,0.5,0.75,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,411,0.25,0.5,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,416,1.0,0.625,0.375,1,1
LLaMA-3.1-8B,GPQA,GPQA,421,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,425,0.8125,0.6875,0.125,1,1
LLaMA-3.1-8B,GPQA,GPQA,428,0.5625,0.5,0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,433,0.8125,0.375,0.4375,1,1
LLaMA-3.1-8B,GPQA,GPQA,443,0.6875,0.3125,0.375,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,46,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,58,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,75,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,91,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,98,0.375,0.5,-0.125,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,118,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,139,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,166,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,266,0.75,1.0,-0.25,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,305,1.0,0.5,0.5,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,308,0.75,0.8125,-0.0625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,342,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,344,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,356,1.0,0.5625,0.4375,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,395,0.875,1.0,-0.125,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,406,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,450,0.375,0.3125,0.0625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,482,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,495,0.875,1.0,-0.125,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,504,0.8125,0.875,-0.0625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,545,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,557,0.0625,0.75,-0.6875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,574,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,630,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,644,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,648,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,668,0.625,1.0,-0.375,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,691,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,692,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,708,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,728,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,730,0.5,1.0,-0.5,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,774,1.0,0.375,0.625,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,804,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,807,1.0,0.5625,0.4375,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,818,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,890,0.8125,1.0,-0.1875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,903,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,929,1.0,0.5,0.5,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,955,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,967,0.625,1.0,-0.375,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1001,1.0,0.6875,0.3125,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1018,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1028,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1072,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1110,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1113,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1170,1.0,0.5,0.5,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1204,1.0,0.8125,0.1875,1,1
LLaMA-3.1-8B,GSM8K,GSM8K,1304,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,2,0.8125,1.0,-0.1875,1,1
LLaMA-3.1-8B,MATH500,MATH500,33,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,35,0.5625,0.8125,-0.25,1,1
LLaMA-3.1-8B,MATH500,MATH500,53,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,MATH500,MATH500,55,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,MATH500,MATH500,72,0.6875,0.6875,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,74,0.25,0.8125,-0.5625,1,1
LLaMA-3.1-8B,MATH500,MATH500,120,0.25,0.375,-0.125,1,1
LLaMA-3.1-8B,MATH500,MATH500,126,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,132,1.0,0.6875,0.3125,1,1
LLaMA-3.1-8B,MATH500,MATH500,138,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,147,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,155,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,157,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,MATH500,MATH500,164,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,174,1.0,0.875,0.125,1,1
LLaMA-3.1-8B,MATH500,MATH500,185,0.25,1.0,-0.75,1,1
LLaMA-3.1-8B,MATH500,MATH500,192,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,197,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,MATH500,MATH500,206,0.25,0.375,-0.125,1,1
LLaMA-3.1-8B,MATH500,MATH500,215,0.375,0.8125,-0.4375,1,1
LLaMA-3.1-8B,MATH500,MATH500,216,0.25,0.875,-0.625,1,1
LLaMA-3.1-8B,MATH500,MATH500,226,0.0,0.125,-0.125,1,1
LLaMA-3.1-8B,MATH500,MATH500,236,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,249,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,251,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,MATH500,MATH500,266,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,MATH500,MATH500,277,0.5,0.0625,0.4375,1,1
LLaMA-3.1-8B,MATH500,MATH500,300,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,303,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,307,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,322,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,324,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,362,1.0,0.25,0.75,1,1
LLaMA-3.1-8B,MATH500,MATH500,372,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,376,0.6875,0.375,0.3125,1,1
LLaMA-3.1-8B,MATH500,MATH500,378,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,386,0.75,1.0,-0.25,1,1
LLaMA-3.1-8B,MATH500,MATH500,388,0.5,0.875,-0.375,1,1
LLaMA-3.1-8B,MATH500,MATH500,395,0.8125,0.8125,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,427,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,430,0.375,0.4375,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,433,0.0,0.3125,-0.3125,1,1
LLaMA-3.1-8B,MATH500,MATH500,442,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,458,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,463,1.0,0.75,0.25,1,1
LLaMA-3.1-8B,MATH500,MATH500,466,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,MATH500,MATH500,468,1.0,0.5625,0.4375,1,1
LLaMA-3.1-8B,MATH500,MATH500,477,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,MATH500,MATH500,483,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,8,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,37,1.0,0.0625,0.9375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,40,0.75,0.875,-0.125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,47,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,53,0.5,1.0,-0.5,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,57,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,89,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,126,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,130,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,133,0.6875,0.25,0.4375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,147,0.5,1.0,-0.5,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,208,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,211,0.5625,1.0,-0.4375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,278,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,285,0.25,1.0,-0.75,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,287,0.875,1.0,-0.125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,295,0.5,1.0,-0.5,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,317,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,334,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,342,0.0625,0.3125,-0.25,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,347,0.25,0.5625,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,349,0.625,1.0,-0.375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,360,0.8125,1.0,-0.1875,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,361,1.0,0.5625,0.4375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,378,0.75,1.0,-0.25,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,413,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,419,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,440,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,446,0.0,0.0625,-0.0625,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,457,0.625,0.875,-0.25,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,469,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,503,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,516,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,534,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,567,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,590,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,642,0.625,0.3125,0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,643,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,662,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,666,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,688,0.3125,0.4375,-0.125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,766,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,777,0.5625,1.0,-0.4375,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,793,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,799,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,809,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,827,1.0,0.25,0.75,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,894,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,907,1.0,0.375,0.625,1,1
LLaMA-3.1-8B,SVAMP,SVAMP,989,0.3125,1.0,-0.6875,1,1
Phi-4,AQuA,AQuA,9,0.875,1.0,-0.125,1,1
Phi-4,AQuA,AQuA,13,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,15,0.75,1.0,-0.25,1,1
Phi-4,AQuA,AQuA,18,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,27,0.6875,1.0,-0.3125,1,1
Phi-4,AQuA,AQuA,36,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,49,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,50,0.8125,1.0,-0.1875,1,1
Phi-4,AQuA,AQuA,53,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,72,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,73,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,78,0.5625,1.0,-0.4375,1,1
Phi-4,AQuA,AQuA,93,0.8125,0.25,0.5625,1,1
Phi-4,AQuA,AQuA,95,0.8125,1.0,-0.1875,1,1
Phi-4,AQuA,AQuA,99,1.0,0.4375,0.5625,1,1
Phi-4,AQuA,AQuA,106,0.25,0.5625,-0.3125,1,1
Phi-4,AQuA,AQuA,110,0.625,0.75,-0.125,1,1
Phi-4,AQuA,AQuA,118,0.6875,1.0,-0.3125,1,1
Phi-4,AQuA,AQuA,125,0.3125,1.0,-0.6875,1,1
Phi-4,AQuA,AQuA,128,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,135,1.0,0.5625,0.4375,1,1
Phi-4,AQuA,AQuA,140,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,142,0.75,1.0,-0.25,1,1
Phi-4,AQuA,AQuA,143,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,146,0.5625,0.375,0.1875,1,1
Phi-4,AQuA,AQuA,148,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,151,1.0,0.375,0.625,1,1
Phi-4,AQuA,AQuA,156,1.0,0.5625,0.4375,1,1
Phi-4,AQuA,AQuA,162,0.3125,0.75,-0.4375,1,1
Phi-4,AQuA,AQuA,163,0.5625,1.0,-0.4375,1,1
Phi-4,AQuA,AQuA,174,0.8125,0.6875,0.125,1,1
Phi-4,AQuA,AQuA,181,0.5625,1.0,-0.4375,1,1
Phi-4,AQuA,AQuA,188,0.5,0.75,-0.25,1,1
Phi-4,AQuA,AQuA,193,0.5625,0.5,0.0625,1,1
Phi-4,AQuA,AQuA,199,0.3125,0.8125,-0.5,1,1
Phi-4,AQuA,AQuA,204,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,209,0.5,0.8125,-0.3125,1,1
Phi-4,AQuA,AQuA,211,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,213,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,215,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,216,0.5,0.4375,0.0625,1,1
Phi-4,AQuA,AQuA,217,0.8125,1.0,-0.1875,1,1
Phi-4,AQuA,AQuA,218,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,229,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,233,1.0,0.75,0.25,1,1
Phi-4,AQuA,AQuA,241,0.5625,0.5625,0.0,1,1
Phi-4,AQuA,AQuA,242,1.0,1.0,0.0,1,1
Phi-4,AQuA,AQuA,243,0.5625,1.0,-0.4375,1,1
Phi-4,AQuA,AQuA,247,0.375,1.0,-0.625,1,1
Phi-4,AQuA,AQuA,253,1.0,0.625,0.375,1,1
Phi-4,CommonsenseQA,CSQA,47,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,75,0.75,0.8125,-0.0625,1,1
Phi-4,CommonsenseQA,CSQA,123,1.0,0.875,0.125,1,1
Phi-4,CommonsenseQA,CSQA,165,0.8125,0.375,0.4375,1,1
Phi-4,CommonsenseQA,CSQA,166,0.25,1.0,-0.75,1,1
Phi-4,CommonsenseQA,CSQA,201,1.0,0.25,0.75,1,1
Phi-4,CommonsenseQA,CSQA,204,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,244,0.5,1.0,-0.5,1,1
Phi-4,CommonsenseQA,CSQA,275,0.625,1.0,-0.375,1,1
Phi-4,CommonsenseQA,CSQA,310,1.0,0.75,0.25,1,1
Phi-4,CommonsenseQA,CSQA,342,0.375,0.8125,-0.4375,1,1
Phi-4,CommonsenseQA,CSQA,392,1.0,0.25,0.75,1,1
Phi-4,CommonsenseQA,CSQA,404,1.0,0.375,0.625,1,1
Phi-4,CommonsenseQA,CSQA,424,0.3125,0.5625,-0.25,1,1
Phi-4,CommonsenseQA,CSQA,444,1.0,0.3125,0.6875,1,1
Phi-4,CommonsenseQA,CSQA,482,0.5,0.375,0.125,1,1
Phi-4,CommonsenseQA,CSQA,487,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,494,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,526,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,555,1.0,0.3125,0.6875,1,1
Phi-4,CommonsenseQA,CSQA,558,0.5625,0.375,0.1875,1,1
Phi-4,CommonsenseQA,CSQA,573,0.875,0.3125,0.5625,1,1
Phi-4,CommonsenseQA,CSQA,589,1.0,0.5,0.5,1,1
Phi-4,CommonsenseQA,CSQA,600,0.75,1.0,-0.25,1,1
Phi-4,CommonsenseQA,CSQA,627,0.75,0.8125,-0.0625,1,1
Phi-4,CommonsenseQA,CSQA,669,0.75,1.0,-0.25,1,1
Phi-4,CommonsenseQA,CSQA,688,1.0,0.3125,0.6875,1,1
Phi-4,CommonsenseQA,CSQA,704,1.0,0.8125,0.1875,1,1
Phi-4,CommonsenseQA,CSQA,769,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,783,0.8125,0.25,0.5625,1,1
Phi-4,CommonsenseQA,CSQA,815,0.625,0.25,0.375,1,1
Phi-4,CommonsenseQA,CSQA,819,1.0,0.0,1.0,1,1
Phi-4,CommonsenseQA,CSQA,827,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,852,0.625,0.3125,0.3125,1,1
Phi-4,CommonsenseQA,CSQA,902,0.8125,1.0,-0.1875,1,1
Phi-4,CommonsenseQA,CSQA,904,1.0,0.25,0.75,1,1
Phi-4,CommonsenseQA,CSQA,966,0.5625,0.3125,0.25,1,1
Phi-4,CommonsenseQA,CSQA,967,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,972,0.375,0.375,0.0,1,1
Phi-4,CommonsenseQA,CSQA,973,0.875,1.0,-0.125,1,1
Phi-4,CommonsenseQA,CSQA,1027,0.8125,1.0,-0.1875,1,1
Phi-4,CommonsenseQA,CSQA,1040,1.0,0.25,0.75,1,1
Phi-4,CommonsenseQA,CSQA,1075,1.0,0.25,0.75,1,1
Phi-4,CommonsenseQA,CSQA,1083,0.5625,0.3125,0.25,1,1
Phi-4,CommonsenseQA,CSQA,1101,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,1106,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,1122,0.5625,0.0,0.5625,1,1
Phi-4,CommonsenseQA,CSQA,1136,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,1147,1.0,1.0,0.0,1,1
Phi-4,CommonsenseQA,CSQA,1183,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,0,1.0,0.0,1.0,1,1
Phi-4,GPQA,GPQA,17,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,43,1.0,1.0,0.0,1,1
Phi-4,GPQA,GPQA,58,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,77,0.5,0.625,-0.125,1,1
Phi-4,GPQA,GPQA,85,0.375,0.0,0.375,1,1
Phi-4,GPQA,GPQA,90,0.75,0.625,0.125,1,1
Phi-4,GPQA,GPQA,116,0.5625,0.375,0.1875,1,1
Phi-4,GPQA,GPQA,118,1.0,0.8125,0.1875,1,1
Phi-4,GPQA,GPQA,131,1.0,0.8125,0.1875,1,1
Phi-4,GPQA,GPQA,132,0.5625,0.5625,0.0,1,1
Phi-4,GPQA,GPQA,141,0.5625,0.75,-0.1875,1,1
Phi-4,GPQA,GPQA,150,0.3125,0.3125,0.0,1,1
Phi-4,GPQA,GPQA,174,0.625,0.375,0.25,1,1
Phi-4,GPQA,GPQA,175,1.0,0.5625,0.4375,1,1
Phi-4,GPQA,GPQA,178,1.0,1.0,0.0,1,1
Phi-4,GPQA,GPQA,183,0.3125,0.375,-0.0625,1,1
Phi-4,GPQA,GPQA,194,0.6875,0.75,-0.0625,1,1
Phi-4,GPQA,GPQA,197,0.5,1.0,-0.5,1,1
Phi-4,GPQA,GPQA,232,0.0,0.5625,-0.5625,1,1
Phi-4,GPQA,GPQA,235,0.875,0.4375,0.4375,1,1
Phi-4,GPQA,GPQA,240,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,241,0.5625,0.5625,0.0,1,1
Phi-4,GPQA,GPQA,250,0.5625,0.3125,0.25,1,1
Phi-4,GPQA,GPQA,253,0.75,0.5625,0.1875,1,1
Phi-4,GPQA,GPQA,263,0.625,0.5625,0.0625,1,1
Phi-4,GPQA,GPQA,287,1.0,0.375,0.625,1,1
Phi-4,GPQA,GPQA,291,0.8125,0.5625,0.25,1,1
Phi-4,GPQA,GPQA,304,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,306,0.8125,0.3125,0.5,1,1
Phi-4,GPQA,GPQA,311,0.375,0.375,0.0,1,1
Phi-4,GPQA,GPQA,314,0.25,0.3125,-0.0625,1,1
Phi-4,GPQA,GPQA,329,0.375,0.25,0.125,1,1
Phi-4,GPQA,GPQA,352,0.375,0.8125,-0.4375,1,1
Phi-4,GPQA,GPQA,361,0.875,0.375,0.5,1,1
Phi-4,GPQA,GPQA,369,0.3125,0.5,-0.1875,1,1
Phi-4,GPQA,GPQA,374,0.5625,0.4375,0.125,1,1
Phi-4,GPQA,GPQA,384,0.5,0.8125,-0.3125,1,1
Phi-4,GPQA,GPQA,387,0.8125,0.75,0.0625,1,1
Phi-4,GPQA,GPQA,388,1.0,1.0,0.0,1,1
Phi-4,GPQA,GPQA,394,0.375,0.3125,0.0625,1,1
Phi-4,GPQA,GPQA,398,0.5,0.3125,0.1875,1,1
Phi-4,GPQA,GPQA,409,0.8125,0.375,0.4375,1,1
Phi-4,GPQA,GPQA,411,0.75,0.375,0.375,1,1
Phi-4,GPQA,GPQA,418,1.0,0.3125,0.6875,1,1
Phi-4,GPQA,GPQA,425,0.375,0.0,0.375,1,1
Phi-4,GPQA,GPQA,433,0.5,0.25,0.25,1,1
Phi-4,GPQA,GPQA,437,0.8125,1.0,-0.1875,1,1
Phi-4,GPQA,GPQA,441,0.6875,1.0,-0.3125,1,1
Phi-4,GPQA,GPQA,443,1.0,0.875,0.125,1,1
Phi-4,GSM8K,GSM8K,0,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,8,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,49,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,61,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,119,0.5625,0.625,-0.0625,1,1
Phi-4,GSM8K,GSM8K,130,0.625,1.0,-0.375,1,1
Phi-4,GSM8K,GSM8K,154,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,155,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,191,0.75,1.0,-0.25,1,1
Phi-4,GSM8K,GSM8K,204,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,211,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,213,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,231,0.3125,0.8125,-0.5,1,1
Phi-4,GSM8K,GSM8K,245,1.0,0.5,0.5,1,1
Phi-4,GSM8K,GSM8K,251,0.5,1.0,-0.5,1,1
Phi-4,GSM8K,GSM8K,272,1.0,1.0,0.0,1,1
Phi-4,GSM8K,GSM8K,288,0.5,1.0,-0.5,1,1
Phi-4,GSM8K,GSM8K,296,0.8125,1.0,-0.1875,1,1
Phi-4,GSM8K,GSM8K,321,1.0,0.5,0.5,1,1
Phi-4,GSM8K,GSM8K,348,0.5625,1.0,-0.4375,1,1
Phi-4,GSM8K,GSM8K,472,1.0,1.0,0.0,1,1
